Scientific_Name,Common_Name,speciesCode,category,taxonOrder,bandingCodes,comNameCodes,sciNameCodes,Order,familyComName,Family_Name
Aramus guarauna,Limpkin,limpki,species,5485.0,['LIMP'],[],['ARGU'],Gruiformes,Limpkin,Aramidae
